Text;Is this a Case Report reporting on the history of a single patient?;Did the patient receive radiation therapy?;Did the patient receive the systemic therapy Cisplatin?;Was Cisplatin given before RT?;Was Cisplatin given at the same time as RT?;Was Cisplatin given after RT?;male;female;lung;kidney;lymphoma;skin;gyn;pancreas;patient died;positive outcome from ICI/RT-Interaction;negative outcome from ICI/RT-Interaction
Challenges in the management of operable triple-negative breast cancer in a survivor of the B-cell acute lymphoblastic leukemia: a case report.BACKGROUND: Operable triple-negative breast cancer (TNBC) is an unfavorable subtype of breast cancer, which usually requires an aggressive perioperative systemic treatment. When TNBC presents as a second primary cancer after cured acute leukemia, its management might be challenging. CASE PRESENTATION: We present a case report of a young postmenopausal woman with an operable TNBC who had a history of the B-cell acute lymphoblastic leukemia (B-ALL) and graft versus host disease (GVHD) after allogeneic stem cell transplantation (allo-SCT). A history of previous treatment with anthracyclines and radiotherapy and GVHD limited the use of doxorubicin for treatment of her TNBC. Due to the history of GVHD, perioperative treatment with pembrolizumab was omitted. Genetic testing was challenging due to the possible contamination of her tissues with the donor's cells after allo-SCT. In samples of our patient's buccal swab, peripheral blood, and tumor tissue, a pathogenic variant in the partner and localizer of BRCA2 (PALB2) gene was found. With neoadjuvant chemotherapy which included carboplatin, a pathologic complete response was achieved. Although our patient has a low risk for recurrence of TNBC, her risk for the development of new primary cancers remains substantial. CONCLUSION: This case highlights challenges in the systemic treatment, genetic testing, and follow-up of patients with operable TNBC and other solid cancers who have a history of acute leukemia.;TRUE;TRUE;FALSE;;;;;;;;;;;;;;
Efficacy of pembrolizumab in patients with pituitary carcinoma: report of four cases from a phase II study.Pituitary carcinoma is an aggressive tumor characterized by metastatic spread beyond the sellar region. Symptoms can be debilitating due to hormonal excess and survival is poor. Pituitary carcinomas recur despite conventional multimodality treatments. Given the recent advances in the use of immune checkpoint inhibitors (CPIs) to treat various solid cancers, there has been interest in exploring the role of immunotherapy for treating aggressive, refractory pituitary tumors. We treated 4 patients with pituitary carcinoma with pembrolizumab as part of a phase II clinical trial. Two patients (patients 1 and 2) with functioning corticotroph pituitary carcinomas (refractory to surgery, radiotherapy and chemotherapy) had partial radiographic (60% and 32% per Immune-Related Response Evaluation Criteria In Solid Tumors, respectively) and hormonal responses. Patient 1's response continues 42 months after initiation of pembrolizumab and his tumor tissue obtained after treatment with temozolomide demonstrated a hypermutator phenotype with MSH2 and MSH6 gene mutations. Patient 2's tumor after exposure to temozolomide was not sampled, but prior somatic mutational testing was negative. One patient with a non-functioning corticotroph tumor (patient 3) had a best response of stable disease for 4 months. One patient with a prolactin-secreting carcinoma (patient 4) had progressive disease. The latter 2 patients' tumors did not demonstrate a hypermutator phenotype after treatment with temozolomide. Programmed death-ligand 1 staining was negative in all tumors. We report 2 cases of corticotroph pituitary carcinoma responsive to pembrolizumab after prior exposure to alkylating agents. The role of CPIs in treating patients with pituitary carcinoma, the relationship between tumor subtype and response to immunotherapy and mechanisms of hypermutation in this orphan disease require further study.Trial registration number: NCT02721732.;FALSE;;;;;;;;;;;;;;;;
"Primary giant cell malignant fibrous histiocytoma of the lung: a rare case report and literature review.Malignant fibrous histiocytoma (MFH) usually involves the extremities. Among MFH, primary giant cell malignant fibrous histiocytoma of the lung is extremely rare, with nonspecific symptoms. A 45-year-old woman was first diagnosed as sclerosing hemangioma due to long-term persistent cough and blood in sputum. One year later, the condition became worse and hemoptysis occurred. At the second visit, the same mass was found to be larger than the previous one. Lobectomy was performed and the primary giant cell MFH of the lung was confirmed. Renal and sacrum metastasis occurred six months after operation. The efficacy of hypofractionation radiotherapy and immuno targeted follow-up therapy is significant. At present, there is no standard treatment plan. For the patients in the early stage, surgical resection is the main treatment method; but for the patients in the middle and late stage, the treatment is relatively single. So early diagnosis and treatment are particularly important, In this paper, we first report the use of pembrolizumab combined with anlotinib in a patient with advanced giant cell MFH of the lung, with failure of routine treatment. The development of the disease had successfully delayed and satisfactory results were observed. Therefore, it is very necessary to emphasize the choice of treatment plan to improve the prognosis of patients.";TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Alveolar Soft Tissue Sarcoma in the Right Thigh: A Case Study at King Abdulaziz Medical City, Jeddah, Saudi Arabia.The term soft tissue sarcoma (STS) refers to a rare group of multiple subtypes of cancer that arise in connective tissues, such as fat, muscles, and blood vessels. The disease is known to metastasize rapidly. Herein, we report a case of a 24-year-old female who complained of a painless mass in her right thigh that was gradually growing in size. The patient had lost 11 kg of weight unintentionally. On examination, there was a large mass at the right upper lateral thigh, which was warm and nontender on palpation with relatively well-defined margins clinically. The magnetic resonance imaging (MRI) scan suggested the presence of sarcoma. When biopsied, the histopathological assessment showed neoplastic infiltrates consistent with alveolar soft-part sarcoma (ASPS). There was no evidence of metastasis on computerized tomography (CT). Treatment with preoperative radiation followed by surgery was offered after discussion at the Tumor Board meeting, but the patient opted for surgery alone. This was mainly due to her concerns about the adverse effects of radiotherapy on her fertility. The patient did not develop any postoperative complications. This case highlights the importance of identifying and managing such cases promptly to improve clinical outcomes and aims to contribute to improving understanding of this rare disease.;TRUE;FALSE;FALSE;;;;;;;;;;;;;;
Successful immunotherapy and irradiation in a HIV-positive patient with metastatic Merkel cell carcinoma.This case report presents a HIV-positive 60-year old male with Merkel cell carcinoma of his right forearm and pulmonary sarcoidosis, who, after excisions and irradiations of the primary tumour site and subsequent lymph node metastases developed distant metastases. He received radiotherapy to symptomatic mediastinal lymph node metastases followed by Doxorubicin and, after two cycles, by the PD-1 inhibitor Pembrolizumab due to mixed response. Re-staging showed a para-mediastinal, radiotherapy-induced pneumonitis, which was treated by prednisolone due to clinical symptoms. In September 2017, the patient developed a solitary lymph node metastasis next to the right atrium, for which he received stereotactic radiotherapy. The systemic treatment with Pembrolizumab was replaced by the PD-L1 inhibitor Avelumab and is being continued since. The patient has been in complete remission for one year now and the HIV-infection is well-controlled.;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
Primary lung sebaceous carcinoma successfully treated with radiotherapy and pembrolizumab: A case report.Sebaceous carcinoma is a rare cutaneous malignant tumor, usually occurring on the eyelids, head, neck, and trunk. There have been few reports about sebaceous carcinoma with primary lung cancer, for which optimal therapy has not yet been established. A 70-year-old man presented with a mass in the left iliac bone and tumor of the lower left lung. The morphological characteristics of the iliac bone biopsy pathology and immunostaining results showed sebaceous gland differentiation. After systemic examination, we diagnosed a primary lung sebaceous carcinoma with intrapulmonary and bone metastases. PD-L1 was positive in 1%-24% of tumor cells, and microsatellites were stable. We detected protein kinase B (AKT1) mutations using the Oncomine Dx target test. Palliative radiotherapy (RT) of a total of 45 Gy was provided in 15 fractions to the left iliac region, which resulted in a 25% reduction in the tumor size. Subsequently, four courses of first-line pembrolizumab led to a 30% reduction in the total tumor count. RT and pembrolizumab may be treatment options for certain rare primary sebaceous carcinomas of the lungs. A synergistic effect from RT and subsequent administration of immune checkpoint inhibitors may have contributed to tumor reduction.;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Pembrolizumab-induced severe oral mucositis in a patient with squamous cell carcinoma of the lung: A case study.BACKGROUND: Immune checkpoint inhibitors, such as pembrolizumab, a humanized monoclonal antibody against programmed death-1, elicit antitumor activity in various types of cancers, including lung cancer. However, pembrolizumab has been reported to cause diverse immune-related adverse events associated with T-cell activation. CASE PRESENTATION: We present the case of a 61-year-old man with advanced non-small cell lung cancer who was administered pembrolizumab as first-line treatment. After the first dose, radiotherapy was also administered because of rapid progression of dyspnea due to bronchial obstruction by the tumor. After the fourth cycle of pembrolizumab treatment, the patient presented with severe oral pain and multiple oral ulcers on the lips and throughout the oral cavity. Diagnostic tests including viral serology, fungal cultures, and esophagogastroscopy did not provide conclusive results. A biopsy of the damaged oral mucosa showed infiltration of inflammatory cells with no other specific findings. In addition, multiple skin rashes were observed on various areas of the patient's body, most notably in the area that had previously been irradiated. Given that there was no other apparent cause, the patient's symptoms were considered to be an immune-related adverse event due to pembrolizumab treatment. The oral mucositis and skin rash gradually improved over a month with corticosteroid treatment. CONCLUSION: Immune checkpoint inhibitors have recently been introduced into the clinical practice. Their use is gradually increasing as monotherapy or in combination with other cytotoxic chemotherapeutic agents. Since immune check point inhibitors such as pembrolizumab have not been used in the clinical setting for very long, we wish to share this case report in order to build a better understating of the rare and unknown side effects of treatment with immune check point inhibitors. The potential side effects of combined therapy must be monitored carefully.;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Metastatic pancreatic and lung cancer patient in complete remission following immunotherapy: A case report and review of literature.BACKGROUND: Metastatic pancreatic ductal adenocarcinoma (PDAC) is a lethal malignancy with dispiriting survival data. Immunotherapy is a promising approach to many cancer types, but achieves poor outcomes in advanced PDAC due to its immunosuppressive tumor microenvironment. We describe a case of metastatic PDAC effectively treated with pembrolizumab. CASE SUMMARY: We report the case of a 67-year-old woman with unresectable locally advanced PDAC, treated with gemcitabine plus nab-paclitaxel followed by radiotherapy plus capecitabine. At nine months, pancreatic tumor progression was observed at the level of the hepatic hilum with the appearance of a new pulmonary nodule suggestive of a second primary, confirmed by left lung biopsy. Systemic immunotherapy was then initiated with pembrolizumab, an immune checkpoint inhibitor targeting programmed cell death protein-1 that covers the two tumor types. The patient showed a complete metabolic response that was maintained throughout the treatment. The patient continues to be disease-free at 5.6 years since the start of immunotherapy. CONCLUSION: These results suggest that the administration of pembrolizumab after chemoradiotherapy has a beneficial effect in patients with metastatic PDAC. To our knowledge, this is the first reported case of a patient with metastatic PDAC and metastatic lung cancer showing such a long-lasting complete response after pembrolizumab treatment without curative surgery. Further studies are required to determine biomarkers that identify PDAC patients most likely to benefit from this immunotherapy.;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
"Metastatic Adenoid Cystic Carcinoma Mimicking Butterfly Glioblastoma: A Rare Presentation in the Splenium of the Corpus Callosum.BACKGROUND: Intracranial spread of an adenoid cystic carcinoma (ACC) of the parotid gland is rare, and metastatic ACC to the splenium of the corpus callosum mimicking butterfly glioblastoma (GBM) has not been reported previously. We report a rare case of metastasis to the splenium of the corpus callosum from ACC of the parotid gland. CASE DESCRIPTION: The tumor occupied the splenium and mimicked the presentation of a butterfly glioma. The patient had undergone parotidectomy 5 years before presentation with this intracranial lesion. On magnetic resonance imaging, the lesion was separate from the pineal gland and displaced the internal cerebral veins downward. Ventricular obstruction and increased cellularity were also suggested, and multiple fluid-filled cystic spaces were observed. The tumor was partially resected, because the extreme lateral boundary could not be visualized. Histological analysis with anti-c-kit antibody showed strong expression of the epithelial component; immunohistochemistry with anti-p63 antibody revealed nests of positive tumor cells, highlighting the myoepithelial component. The tumor also stained positive for anti-Myb antibody. CONCLUSIONS: The treatment for this lesion is surgical debulking followed by radiation therapy; however, the overall prognosis remains grim because of limited chemotherapy options and a propensity for recurrence in both local and distant fashions. When a tumor with adenoid histological features and a ""butterfly"" phenotype grows in the corpus callosum in a patient with known parotid ACC, both metastasis and adenoid variant GBM should be considered. Careful clinical and radiological correlation is required to diagnose and treat this rare lesion.";TRUE;FALSE;FALSE;;;;;;;;;;;;;;
Usefulness of Quantitative Bone Single-Photon Emission Computed Tomography/Computed Tomography for Evaluating the Treatment Response of Bone Metastasis in a Lung Cancer Patient.We report a case of bone metastasis arising from lung cancer, including quantitative values obtained with bone single-photon emission computed tomography/computed tomography (SPECT/CT), which were useful to evaluate the treatment response. The first bone SPECT/CT during pembrolizumab therapy for lung cancer recurrence showed intense (99m)Tc-HMDP uptake of the right femur head and mild uptake of the left ribs. After the palliative radiotherapy for the right femur head metastasis and chemotherapy, the second bone SPECT/CT showed a decrease in focal uptake of the right femur hip and increasing uptake of the left ribs. There was also new uptake appearance in the sternum, right rib, spine (Th2, Th9, Th12, L4, S1), and bilateral pelvic bone (left ilium, acetabular cartridge, femur, right ilium and ischium). The change of maximum standardized uptake values (SUVmax) for the right femur head and left third and eighth rib bony metastases were -72.6% (from 22.96 to 6.28), +407.7% (from 2.97 to 15.08), and +229.2% (from 2.60 to 8.56), respectively. The change of whole-lesion metabolic bone volume and total bone uptake was +235.4% (from 22.75 to 76.3 cm(3)) and +219.1% (from 205.0 to 654.09), respectively. Two quantitative bone SPECT/CT images clearly showed the good response of femur head metastasis due to radiotherapy, and progression of other bone metastases regardless of chemotherapy.;FALSE;;;;;;;;;;;;;;;;
Exceptional response to immunotherapy in association with radiotherapy in patient with breast metastasis from urothelial carcinoma: A case report.Most common sites of metastasis of urothelial carcinoma (UC) are lungs, liver, lymph nodes and bone. Pembrolizumab, a humanized monoclonal antibody directed against programmed cell death protein-1 (PD-1), represents an effective second-line therapy for advanced UC. Radiotherapy has been shown to induce a mechanism of immunogenic cell death (ICD) resulting in immune memory and advantageous systemic effects. We present the first case of breast metastasis (BM) from a UC described in literature who had an exceptional response to second-line therapy with pembrolizumab in association with radiotherapy, showing the efficacy of combining immunotherapy and radiotherapy even in patients with atypical metastatic sites.;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
[A Case of Unresectable Thoracic Esophageal Cancer Responding Well to Multimodal Therapy Including 5-FU plus CDDP plus Pembrolizumab].A 51-year-old male presented with swelling on the left side of his neck. A diagnosis of thoracic esophageal cancer(Lt type 5a, squamous cell carcinoma, T3N4[16LN]M1[skin, bone, retroperitoneum, lung], cStage ?b)was made, and treatment with a combination of 5-FU plus CDDP and pembrolizumab was initiated. After the 1st round of chemotherapy, there was an increase in metastases in the left cervical lymph node and skin, along with the development of back pain because of an L3 lumbar spine metastasis. Palliative radiotherapy(Sigma24 Gy/6 Fr)was administered for all lesions. Subsequently, pembrolizumab was administered for the persistent decline in white blood cell and neutrophil counts. After 6 courses of pembrolizumab, computed tomography(CT)revealed an absence of lesions. Positron emission tomography/CT demonstrated no significant accumulation, prompting a diagnosis of complete response(CR). The patient is currently under pembrolizumab therapy and continues to remain in a state of CR.;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Case report: Neoadjuvant-intent pembrolizumab resulted in complete response in a xeroderma pigmentosum patient with locally advanced resectable cutaneous squamous cell carcinoma of the nose.BACKGROUND: Anti-PD1 antibodies have gained popularity in the treatment of skin cancers. These drugs have been FDA approved for treatment of cutaneous melanoma and unresectable/metastatic squamous cell carcinoma of the skin. However, the use of anti-PD1 antibodies is not established for resectable cutaneous squamous cell carcinoma, as the mainstay treatment is surgical excision. CASE: A 49-year-old female with Xeroderma Pigmentosum presented with an ulcerating lateral nasal mass causing obstruction. Biopsy confirmed cutaneous squamous cell carcinoma and was staged as IVA (T2N2cM0) based on PET-CT findings, which showed a 2.7 x 2.3 cm left nasal mass and radiotracer-avid cervical lymph nodes. Despite surgical recommendations, the patient declined surgery due the expected morbidity and disfigurement. Instead, she received neoadjuvant Pembrolizumab (200 mg IV every 3 weeks). After two cycles, PET-CT and MRI showed significant reduction in the nasal mass and decreased cervical lymph node involvement. On physical exam, the nasal lesion had resolved. Multidisciplinary tumor board discussion recommended radiation therapy instead of neck dissection, considering the patient's clinical response and potential surgical morbidity. After a third Pembrolizumab cycle, she received 66 Gy in 33 fractions, followed by continued adjuvant immunotherapy.;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
Bilateral Posterior Uveitis and Retinal Detachment During Immunotherapy: A Case Report and Literature Review.Immune checkpoint inhibitors (ICIs) cause fewer toxicities than conventional chemotherapy. Although most of the immune-related adverse events (irAEs) are mild, reversible, and manageable, potentially severe and rare irAEs remain relevant. We present a 24-year-old man with advanced hereditary renal cancer who developed bilateral posterior uveitis and retinal detachment after systematic treatment of ICI and an anti-angiogenic drug. Axitinib and pembrolizumab were administered with a partial response and following the severe ocular irAE and systemic corticosteroid treatment was initiated. Our case indicates that ocular irAEs may occur rapidly. To the best of our knowledge, this is the first case of posterior uveitis and retinal detachment in hereditary renal cancer patients treated with ICI and anti-angiogenic drugs.;TRUE;FALSE;TRUE;;;;;;;;;;;;;;
The Unforeseen Path to the Superior Vena Cava.;FALSE;;;;;;;;;;;;;;;;
"Vaginal Mucosal Melanoma: a Complete Remission after Immunotherapy and &#39;0-7-21&#39; Radiotherapy Regimen (24 Gy/3 fractions/21 days).We present the case of a patient with vaginal mucosal melanoma who underwent complete remission after immunotherapy and '0-7-21' radiotherapy regimen (24 Gy/3 fractions/21 days). An 80-year-old woman had a biopsy of a voluminous vaginal lesion and received a histological diagnosis of melanoma with angiomatoid aspects. The patient underwent immunotherapy with pembrolizumab 2 mg/kg every 3 weeks and was sent to our attention for planning radiotherapy as the extent of the lesion did not make it susceptible to surgery.Considering the concomitant administration of pembrolizumab, we chose to treat this patient with a modulated intensity radiation therapy technique delivering a hypofractionated dose of 24 Gy in 3 fractions delivered on days 0, 7, and 21. We observed a complete clinical remission of the melanoma 12 months after radiotherapy and she has been alive for 18 months with no clinical signs of local recurrence.";TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
Dramatic response to combination pembrolizumab and radiation in metastatic castration resistant prostate cancer.Immune checkpoint inhibitors targeting PD-1 and PD-L1 have demonstrated anti-tumor activity in several advanced solid malignancies. In previously treated metastatic castration resistant prostate cancer (mCRPC), a small subset of patients have a therapeutic response to checkpoint inhibition. Those who do respond to anti-PD-1/PD-L1 therapy have a marked, durable response to treatment, suggesting some derive long-term benefit from immune checkpoint blockade. In other cancers, one strategy to increase the efficacy of immune checkpoint blockade is to combine it with a pro-immune stimulatory agent, such as radiation. Here we present a case of a patient with heavily treated mCRPC who had a significant tumor response to concurrent pembrolizumab and radiation therapy to the primary prostatic mass. We review the growing evidence supporting the use of this combination therapy in other cancers and its potential benefit and safety in mCRPC. Our report highlights a potential therapeutic approach that should be further investigated in previously treated mCRPC.;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Combination Therapy of Pembrolizumab plus Axitinib for a Patient on Hemodialysis with Metastatic Renal Cell Carcinoma: A Case Report.Here, we discuss the safety and management of adverse events associated with pembrolizumab plus axitinib combination therapy for metastatic renal cell carcinoma in patients on hemodialysis. A 76-year-old man was diagnosed with cT3aN0M0 renal cell carcinoma due to gross hematuria. Stereoscopic radiotherapy for metastatic lesions of the ipsilateral kidney was performed 9 years after right laparoscopic radical nephrectomy. Soon after, the patient started to receive hemodialysis due to end-stage renal disease. Further stereoscopic radiotherapy was needed for metastasis of the ipsilateral kidney and lung. Fifteen years after diagnosis, systemic therapy was necessary to control new metastases, such as in the right scapular bone. We selected pembrolizumab plus axitinib combination therapy as the first-line systemic therapy for any risk as defined by the International Metastatic RCC Database Consortium. Although we needed to pay attention to the adverse events unique to hemodialysis, he underwent this combination therapy without any difficulty for 6 months. Here, we report the practice of combination therapy in patients on hemodialysis in light of the literature.;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Hyperprogressive disease in advanced cancer patients with liver metastasis treated with PD-1 inhibitors: two case reports.Hyperprogressive disease (HPD) is a phenomenon defined as extremely rapid tumor progression within a short time following immunotherapy. To date, distinguishing which subgroups may be eligible for anti-PD-1/PD-L1 treatment has presented a clinical challenge. Moreover, no sufficiently convincing biomarkers of HPD have been identified. Herein, we present two cases of cancer patients who suffered from liver metastasis before immunotherapy. A 63-year-old man presented with cough and pain in right collarbone. He was finally diagnosed as suffering from right upper lobe adenocarcinoma with cTxN3M1c and stage IVB. First-line carboplatin plus pemetrexed chemotherapy combined with sintilimab anti-PD-1 was initiated after a multi-disciplinary discussion. In the second case, a 46-year-old female was diagnosed as moderately differentiated cervical squamous cell carcinoma. Widespread recurrence 2 years after extensive total hysterectomy for early cervical carcinoma. After six cycles of first-line chemotherapy and radiotherapy, the disease progressed and new-onset liver metastasis was detected. Pembrolizumab plus abraxane was administered as second-line therapy. After the fi rst cycle of anti-PD-1 therapy, in both cases, an extremely rapid radiological progression was observed in the liver metastases with obvious symptoms, while the primary tumor site and other metastatic lesions remained stable or shrunken. These aberrations were confirmed as HPD. The risk of HPD appears to be higher in patients with liver metastases. We believe that further research will pave the way for the discovery of more significant biomarkers of HPD.;FALSE;;;;;;;;;;;;;;;;
[A Case of Salvage Lymphadenectomy with a Median Sternotomy after Definitive Chemoradiotherapy for Esophageal Cancer].A 73-year-old man with middle thoracic esophageal squamous cell carcinoma(SCC)underwent definitive chemoradiotherapy( dCRT)with cisplatin and 5-fluorouracil(CF)concurrently administered with 60 Gy radiotherapy. Clinical complete response was achieved, but thoracic tracheal lymph node metastases(No. 106recL and No. 106pre)were detected 19 months after the completion of dCRT. Following 2 courses of CF therapy, salvage lymphadenectomy was performed via median sternotomy. Combined partial resection of tracheal cartilage and the left recurrent laryngeal nerve ensued due to suspected tumor invasion. Histopathological analysis confirmed the SCC metastases in the No. 106recL and No. 106pre lymph nodes, affirming R0 resection. Adjuvant chemotherapy with S-1 was administered for 24 months. Despite the emergence of multiple lung and left supraclavicular lymph node metastases 24 months after surgery, no local recurrence within the surgical field was noted. A durable response to CF therapy combined with pembrolizumab was achieved, and the patient remains under treatment, exhibiting no signs of disease progression. In the context of salvage lymphadenectomy, attainment of R0 resection within an optimal surgical field holds paramount importance for effective local disease control.;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Concurrent radiation therapy with programmed cell death protein 1 inhibition leads to a complete response in advanced cutaneous squamous cell carcinoma.;FALSE;;;;;;;;;;;;;;;;
A case of metastatic basal cell carcinoma treated with continuous PD-1 inhibitor exposure even after subsequent initiation of radiotherapy and surgery.;TRUE;TRUE;FALSE;;;;;;;;;;;;;;
Rescue of Immunotherapy-Refractory Metastatic Merkel Cell Carcinoma With Conventionally Fractionated Radiotherapy and Concurrent Pembrolizumab.Merkel cell carcinoma has historically had dismal prognosis with limited cytotoxic chemotherapy options that provide durable control of metastatic disease. The advent of anti-programmed death protein (anti-PD1)/anti-programmed death-ligand 1 (anti-PD-L1) directed immunotherapy has shown initial promise in Merkel cell carcinoma and radiation might augment immune responses. We present a case report of a 70-year-old male who underwent resection of Merkel cell carcinoma of the right thigh with a close margin and positive right inguinal involvement. Due to high-risk features, the patient was treated with adjuvant radiation to the right groin and with systemic carboplatin/etoposide, but developed local failure requiring salvage surgical resection. The patient then developed metastatic disease with biopsy proven retroperitoneal involvement refractory to doxorubicin/cyclophosphamide chemotherapy. The patient was then transitioned to single-agent pembrolizumab with a partial response for 10 months until developing progressive disease involving the left inguinal and left external iliac nodal regions. The progressive left inguinal/pelvic disease was treated with conventionally fractionated intensity modulated radiation therapy to a dose of 45 Gy delivered in 25 fractions. Following radiation therapy, the patient had complete response of all sites of disease throughout the body on imaging by RECIST criteria including retroperitoneal and mediastinal disease outside the radiation field. At 20 months post-radiation, the patient remains on pembrolizumab without evidence of disease on imaging. Herein, we present a case of durable response of metastatic Merkel cell carcinoma treated with concurrent radiation and pembrolizumab, providing evidence that radiation might improve systemic responses to anti-PD1/PD-L1 directed immune therapy. Ongoing prospective trials evaluating the utility of radiation in conjunction with immunotherapy for Merkel cell carcinoma are anticipated to provide clarity on the frequency and durability of abscopal responses when radiation is combined with immune checkpoint inhibitors.;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
A Case of Success With Immunotherapy After Changing the Therapeutics Strategy in Non-small Cell Lung Cancer.Immune checkpoint inhibitors (ICI) have already shown benefit with higher response and survival rates when compared to standard chemotherapy in advanced non-small cell lung cancer (NSCLC). Although there is evidence that radiation and immunotherapy offer good response rates without additional toxicity, these treatments are not currently utilized in our everyday clinical practice to treat advanced disease. We present a case of success of a 50-year-old male with stage IIIC adenocarcinoma of the lung with high PD-L1 expression and no driver mutations whose disease progressed after two cycles of induction chemotherapy. After that, he started systemic treatment with pembrolizumab monotherapy, and there was such a good response that he proposed definitive radiotherapy for the only remaining pulmonary lesion. Stereotactic body radiation therapy (SBRT) was performed with no major toxicity. He is alive, in follow-up for more than two years, with no signs of active oncological disease. Our case represents an example of success, demonstrating a great tumor response with immunotherapy that allowed a patient with advanced non-metastatic NSCLC whose disease had progressed with platinum-based chemotherapy to get radical treatment with SBRT. The failure of the first-line treatment can result in more investigation on the efficacy and benefits of beginning treatment of these kinds of tumors with ICI directly.;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Case Report: Radiotherapy Plus Immunotherapy and Lenvatinib for the Treatment of Recurrent Hepatocellular Carcinoma With a Right Atrium and Inferior Vena Cava Tumor Thrombus.BACKGROUND: The treatment of hepatocellular carcinoma (HCC) with right atrium (RA) and inferior vena cava (IVC) tumor thrombi is challenging, with the standard treatment being not well established. Immunotherapy plus antiangiogenic therapy is a potentially effective treatment for patients with advanced HCC. Here, we described the case of a patient with HCC with RA and IVC tumor thrombi who achieved a successful response from radiotherapy and targeted therapy plus immunotherapy. CASE SUMMARY: A 62-year-old women presented with severe bilateral lower extremity edema identified as recurrent HCC with RA and IVC tumor thrombi based on past medical history and computed tomography. The patient received palliative radiotherapy plus pembrolizumab and lenvatinib treatment and was relieved of disease symptoms of bilateral lower extremity edema. The HCC with RA and IVC tumor thrombi shrunk, and the progression-free survival of this patient was > seven months. CONCLUSION: Tumor thrombus-directed radiotherapy plus concurrent immunotherapy and targeted therapy might be a feasible and safe approach for patients with HCC with RA and IVC tumor thrombi.;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Primary pleural epithelioid angiosarcoma treated successfully with anti-PD-1 therapy: A rare case report.RATIONALE: Primary pleural angiosarcoma (PPA) is an extremely rare malignancy for which there is no consensus on treatment. The clinical course of PPA is usually quickly fatal, regardless of the treatment used. PATIENT CONCERNS: We describe the rare case of a 52-year-old man who presented initially with hemoptysis and received emergency surgery for the primary. DIAGNOSES: He received a confirmed diagnosis of primary pleural angiosarcoma (PPA) by postoperative pathology and was subsequently treated with radiotherapy and chemotherapy, but had failed and was intolerant to chemotherapy. INTERVENTIONS: The patient had 5% tumor PD-L1 positivity with 22C3 pharmDx and received pembrolizumab (200 mg every 21 days) for 13 cycles. OUTCOMES: The disease remained well controlled according to the RECIST 1.1. criteria. He is currently under observation and waiting to start the next cycle of immunotherapy. LESSON: Our case report suggests that the use of anti-PD-1 therapy does show efficacy in the treatment of PPA and may provide a viable treatment option for patients.;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
